Artform,Year,Income,Age,Education
Art Museum,2012,9,71,5
Parks,2012,9,71,5
Parks,2012,11,61,4
Jazz,2012,2,70,5
Salsa,2012,2,70,5
Classical,2012,2,70,5
Opera,2012,2,70,5
Musical,2012,2,70,5
Play,2012,2,70,5
Art Museum,2012,2,70,5
Craft Fair,2012,2,70,5
Festival,2012,2,70,5
Parks,2012,2,70,5
Classical,2012,19,49,4
Musical,2012,19,49,4
Play,2012,19,49,4
Ballet,2012,19,49,4
Dance,2012,19,49,4
Craft Fair,2012,19,49,4
Festival,2012,19,49,4
Classical,2012,19,50,6
Musical,2012,19,50,6
Dance,2012,19,50,6
Festival,2012,19,50,6
Jazz,2012,15,65,5
Classical,2012,15,65,5
Musical,2012,15,65,5
Play,2012,15,65,5
Art Museum,2012,15,65,5
Craft Fair,2012,15,65,5
Festival,2012,15,65,5
Parks,2012,15,65,5
Jazz,2012,15,66,6
Classical,2012,15,66,6
Musical,2012,15,66,6
Play,2012,15,66,6
Art Museum,2012,15,66,6
Festival,2012,15,66,6
Parks,2012,15,66,6
Parks,2012,6,80,3
Jazz,2012,5,47,4
Craft Fair,2012,5,47,4
Festival,2012,5,47,4
Jazz,2012,15,65,5
Classical,2012,15,65,5
Musical,2012,15,65,5
Ballet,2012,15,65,5
Dance,2012,15,65,5
Art Museum,2012,15,65,5
Parks,2012,15,65,5
Jazz,2012,15,64,6
Classical,2012,15,64,6
Musical,2012,15,64,6
Parks,2012,15,64,6
Musical,2012,3,80,3
Play,2012,3,80,3
Parks,2012,3,80,3
Dance,2012,11,85,2
Craft Fair,2012,11,85,2
Festival,2012,11,85,2
Parks,2012,11,85,2
Dance,2012,11,70,5
Craft Fair,2012,11,70,5
Festival,2012,11,70,5
Parks,2012,11,70,5
Parks,2012,12,35,3
Musical,2012,5,59,4
Play,2012,5,59,4
Festival,2012,11,77,3
Musical,2012,11,74,3
Play,2012,11,74,3
Craft Fair,2012,11,74,3
Parks,2012,5,55,3
Parks,2012,5,45,4
Craft Fair,2012,12,56,4
Parks,2012,12,56,4
Parks,2012,12,60,4
Play,2012,10,64,4
Craft Fair,2012,10,64,4
Festival,2012,10,64,4
Play,2012,10,63,6
Craft Fair,2012,10,63,6
Festival,2012,10,63,6
Classical,2012,19,56,4
Festival,2012,19,56,4
Classical,2012,19,52,5
Festival,2012,19,52,5
Classical,2012,16,72,6
Opera,2012,16,72,6
Musical,2012,16,72,6
Play,2012,16,72,6
Art Museum,2012,16,72,6
Craft Fair,2012,16,72,6
Festival,2012,16,72,6
Parks,2012,16,72,6
Classical,2012,16,68,6
Opera,2012,16,68,6
Musical,2012,16,68,6
Play,2012,16,68,6
Art Museum,2012,16,68,6
Craft Fair,2012,16,68,6
Festival,2012,16,68,6
Parks,2012,16,68,6
Classical,2012,14,85,4
Opera,2012,14,85,4
Musical,2012,14,85,4
Art Museum,2012,14,85,4
Classical,2012,14,85,4
Opera,2012,14,85,4
Musical,2012,14,85,4
Art Museum,2012,14,85,4
Jazz,2012,8,57,5
Classical,2012,8,57,5
Musical,2012,8,57,5
Art Museum,2012,8,57,5
Classical,2012,16,55,6
Art Museum,2012,16,55,6
Jazz,2012,11,62,6
Salsa,2012,11,62,6
Musical,2012,11,62,6
Play,2012,11,62,6
Dance,2012,11,62,6
Art Museum,2012,11,62,6
Festival,2012,11,62,6
Craft Fair,2012,11,59,4
Festival,2012,11,59,4
Festival,2012,8,41,4
Parks,2012,8,41,4
Musical,2012,8,39,5
Craft Fair,2012,8,39,5
Festival,2012,8,39,5
Parks,2012,8,39,5
Parks,2012,5,46,3
Musical,2012,15,30,6
Art Museum,2012,15,30,6
Festival,2012,15,30,6
Parks,2012,15,30,6
Classical,2012,15,28,4
Festival,2012,15,28,4
Art Museum,2012,11,58,4
Craft Fair,2012,11,58,4
Festival,2012,11,58,4
Festival,2012,8,37,3
Craft Fair,2012,8,62,3
Salsa,2012,9,32,2
Musical,2012,9,32,2
Art Museum,2012,9,32,2
Craft Fair,2012,9,32,2
Festival,2012,9,32,2
Parks,2012,9,32,2
Salsa,2012,9,30,2
Musical,2012,9,30,2
Art Museum,2012,9,30,2
Craft Fair,2012,9,30,2
Parks,2012,9,30,2
Craft Fair,2012,14,48,4
Festival,2012,14,48,4
Art Museum,2012,8,80,5
Parks,2012,8,80,5
Musical,2012,12,67,4
Art Museum,2012,12,67,4
Festival,2012,12,67,4
Musical,2012,12,64,5
Art Museum,2012,12,64,5
Musical,2012,11,85,3
Play,2012,11,85,3
Festival,2012,11,85,3
Musical,2012,11,22,3
Art Museum,2012,11,22,3
Art Museum,2012,16,28,5
Parks,2012,16,28,5
Art Museum,2012,16,27,5
Parks,2012,16,27,5
Musical,2012,11,67,4
Dance,2012,11,67,4
Festival,2012,11,67,4
Musical,2012,11,65,4
Play,2012,11,65,4
Dance,2012,11,65,4
Festival,2012,11,65,4
Art Museum,2012,19,33,6
Art Museum,2012,19,30,6
Musical,2012,12,80,3
Craft Fair,2012,12,80,3
Musical,2012,12,80,3
Craft Fair,2012,12,80,3
Dance,2012,15,67,5
Craft Fair,2012,15,67,5
Dance,2012,15,55,3
Craft Fair,2012,15,55,3
Musical,2012,14,67,3
Art Museum,2012,14,67,3
Parks,2012,14,67,3
Musical,2012,15,41,5
Craft Fair,2012,15,41,5
Festival,2012,15,41,5
Parks,2012,15,41,5
Musical,2012,15,37,5
Play,2012,15,37,5
Art Museum,2012,15,37,5
Craft Fair,2012,15,37,5
Festival,2012,15,37,5
Parks,2012,15,37,5
Classical,2012,19,63,5
Ballet,2012,19,63,5
Art Museum,2012,19,63,5
Craft Fair,2012,19,63,5
Festival,2012,19,63,5
Parks,2012,19,63,5
Classical,2012,19,63,4
Ballet,2012,19,63,4
Art Museum,2012,19,63,4
Craft Fair,2012,19,63,4
Festival,2012,19,63,4
Parks,2012,19,63,4
Jazz,2012,6,55,4
Salsa,2012,6,55,4
Art Museum,2012,6,55,4
Parks,2012,6,55,4
Classical,2012,7,80,5
Craft Fair,2012,7,80,5
Festival,2012,7,80,5
Craft Fair,2012,8,26,3
Parks,2012,19,57,6
Parks,2012,19,21,5
Art Museum,2012,9,59,4
Parks,2012,9,59,4
Art Museum,2012,9,57,3
Craft Fair,2012,9,57,3
Parks,2012,9,57,3
Musical,2012,11,27,5
Play,2012,11,27,5
Art Museum,2012,11,27,5
Parks,2012,11,27,5
Parks,2012,15,50,5
Opera,2012,16,32,6
Craft Fair,2012,16,32,6
Festival,2012,16,32,6
Parks,2012,16,32,6
Opera,2012,16,31,6
Craft Fair,2012,16,31,6
Festival,2012,16,31,6
Parks,2012,16,31,6
Musical,2012,2,35,3
Play,2012,2,35,3
Dance,2012,2,35,3
Art Museum,2012,2,35,3
Festival,2012,2,35,3
Craft Fair,2012,2,73,1
Festival,2012,2,73,1
Parks,2012,2,73,1
Craft Fair,2012,2,65,3
Festival,2012,2,65,3
Parks,2012,2,65,3
Musical,2012,2,26,4
Play,2012,2,26,4
Dance,2012,2,26,4
Art Museum,2012,2,26,4
Craft Fair,2012,2,26,4
Festival,2012,2,26,4
Classical,2012,16,35,6
Opera,2012,16,35,6
Musical,2012,16,35,6
Dance,2012,16,35,6
Craft Fair,2012,16,35,6
Festival,2012,16,35,6
Parks,2012,16,35,6
Classical,2012,16,67,5
Classical,2012,19,56,6
Play,2012,19,56,6
Ballet,2012,19,56,6
Art Museum,2012,19,56,6
Craft Fair,2012,19,56,6
Festival,2012,19,56,6
Parks,2012,19,56,6
Classical,2012,19,62,5
Play,2012,19,62,5
Ballet,2012,19,62,5
Art Museum,2012,19,62,5
Craft Fair,2012,19,62,5
Festival,2012,19,62,5
Parks,2012,19,62,5
Musical,2012,14,55,5
Art Museum,2012,14,55,5
Craft Fair,2012,14,55,5
Parks,2012,14,55,5
Musical,2012,14,53,5
Play,2012,14,53,5
Art Museum,2012,14,53,5
Craft Fair,2012,14,53,5
Parks,2012,14,53,5
Jazz,2012,16,56,4
Classical,2012,16,56,4
Art Museum,2012,16,56,4
Craft Fair,2012,16,56,4
Jazz,2012,16,55,5
Classical,2012,16,55,5
Art Museum,2012,16,55,5
Craft Fair,2012,16,55,5
Musical,2012,12,47,4
Play,2012,12,47,4
Art Museum,2012,12,47,4
Craft Fair,2012,12,47,4
Festival,2012,12,47,4
Parks,2012,12,47,4
Craft Fair,2012,11,75,5
Parks,2012,11,75,5
Musical,2012,11,55,5
Craft Fair,2012,9,44,4
Parks,2012,9,44,4
Craft Fair,2012,9,43,4
Parks,2012,9,43,4
Musical,2012,19,46,5
Play,2012,19,46,5
Craft Fair,2012,19,46,5
Festival,2012,19,46,5
Parks,2012,19,46,5
Dance,2012,15,49,6
Art Museum,2012,15,49,6
Jazz,2012,15,35,6
Play,2012,15,35,6
Dance,2012,15,35,6
Art Museum,2012,15,35,6
Craft Fair,2012,15,35,6
Festival,2012,15,35,6
Parks,2012,15,35,6
Jazz,2012,15,35,6
Play,2012,15,35,6
Dance,2012,15,35,6
Art Museum,2012,15,35,6
Craft Fair,2012,15,35,6
Festival,2012,15,35,6
Parks,2012,15,35,6
Festival,2012,19,40,6
Craft Fair,2012,19,39,6
Festival,2012,19,39,6
Art Museum,2012,14,73,6
Craft Fair,2012,14,73,6
Parks,2012,14,73,6
Art Museum,2012,12,64,3
Craft Fair,2012,12,64,3
Festival,2012,12,64,3
Parks,2012,12,64,3
Parks,2012,15,26,3
Classical,2012,16,69,6
Musical,2012,16,69,6
Play,2012,16,69,6
Ballet,2012,16,69,6
Dance,2012,16,69,6
Art Museum,2012,16,69,6
Craft Fair,2012,16,69,6
Festival,2012,16,69,6
Parks,2012,16,69,6
Classical,2012,16,69,6
Musical,2012,16,69,6
Play,2012,16,69,6
Ballet,2012,16,69,6
Dance,2012,16,69,6
Art Museum,2012,16,69,6
Craft Fair,2012,16,69,6
Festival,2012,16,69,6
Parks,2012,16,69,6
Craft Fair,2012,16,80,5
Festival,2012,14,55,3
Festival,2012,14,50,3
Parks,2012,11,27,5
Play,2012,15,34,6
Parks,2012,15,34,6
Musical,2012,15,34,6
Play,2012,15,34,6
Parks,2012,15,34,6
Opera,2012,16,45,4
Musical,2012,16,45,4
Ballet,2012,16,45,4
Art Museum,2012,16,45,4
Opera,2012,16,40,4
Musical,2012,16,40,4
Ballet,2012,16,40,4
Art Museum,2012,16,40,4
Craft Fair,2012,15,30,4
Craft Fair,2012,15,31,5
Craft Fair,2012,1,30,4
Parks,2012,1,30,4
Craft Fair,2012,1,30,4
Parks,2012,1,30,4
Play,2012,11,65,4
Art Museum,2012,7,70,3
Craft Fair,2012,7,73,3
Festival,2012,7,73,3
Classical,2012,19,58,6
Classical,2012,19,66,6
Jazz,2012,16,65,6
Classical,2012,16,65,6
Art Museum,2012,16,65,6
Parks,2012,16,65,6
Jazz,2012,16,64,6
Classical,2012,16,64,6
Art Museum,2012,16,64,6
Craft Fair,2012,16,64,6
Parks,2012,16,64,6
Classical,2012,10,85,3
Musical,2012,10,85,3
Ballet,2012,10,85,3
Art Museum,2012,10,85,3
Craft Fair,2012,10,85,3
Art Museum,2012,11,27,5
Craft Fair,2012,11,27,5
Festival,2012,11,27,5
Parks,2012,11,27,5
Classical,2012,12,49,6
Parks,2012,12,49,6
Classical,2012,10,38,4
Art Museum,2012,10,38,4
Craft Fair,2012,10,38,4
Festival,2012,10,38,4
Parks,2012,10,38,4
Art Museum,2012,5,37,5
Craft Fair,2012,5,37,5
Festival,2012,5,37,5
Salsa,2012,14,75,6
Classical,2012,14,75,6
Art Museum,2012,14,75,6
Craft Fair,2012,14,75,6
Festival,2012,14,75,6
Parks,2012,14,75,6
Salsa,2012,14,73,4
Classical,2012,14,73,4
Musical,2012,14,73,4
Art Museum,2012,14,73,4
Craft Fair,2012,14,73,4
Festival,2012,14,73,4
Parks,2012,14,73,4
Classical,2012,12,50,6
Parks,2012,12,50,6
Parks,2012,12,48,4
Art Museum,2012,12,23,4
Craft Fair,2012,12,23,4
Craft Fair,2012,19,56,4
Festival,2012,19,56,4
Parks,2012,19,56,4
Craft Fair,2012,19,49,6
Festival,2012,19,49,6
Parks,2012,19,49,6
Parks,2012,11,57,3
Craft Fair,2012,11,56,3
Parks,2012,11,56,3
Jazz,2012,15,43,4
Salsa,2012,15,43,4
Art Museum,2012,15,43,4
Craft Fair,2012,15,43,4
Festival,2012,15,43,4
Parks,2012,15,43,4
Jazz,2012,15,44,4
Salsa,2012,15,44,4
Art Museum,2012,15,44,4
Craft Fair,2012,15,44,4
Festival,2012,15,44,4
Parks,2012,15,44,4
Play,2012,7,28,5
Dance,2012,7,28,5
Art Museum,2012,7,28,5
Craft Fair,2012,7,28,5
Festival,2012,7,28,5
Parks,2012,7,28,5
Classical,2012,3,55,3
Dance,2012,3,55,3
Classical,2012,3,76,3
Craft Fair,2012,4,63,4
Festival,2012,4,63,4
Parks,2012,4,63,4
Craft Fair,2012,4,50,4
Festival,2012,4,50,4
Parks,2012,4,50,4
Musical,2012,14,62,6
Dance,2012,14,62,6
Parks,2012,14,62,6
Parks,2012,14,64,5
Festival,2012,14,18,3
Salsa,2012,11,31,3
Salsa,2012,11,26,1
Craft Fair,2012,19,46,4
Musical,2012,9,71,3
Craft Fair,2012,9,71,3
Parks,2012,9,71,3
Dance,2012,12,37,6
Art Museum,2012,12,37,6
Craft Fair,2012,12,37,6
Festival,2012,12,37,6
Parks,2012,12,37,6
Classical,2012,12,34,5
Opera,2012,12,34,5
Art Museum,2012,12,34,5
Festival,2012,12,34,5
Parks,2012,16,56,6
Classical,2012,9,71,4
Festival,2012,10,43,4
Craft Fair,2012,1,52,3
Craft Fair,2012,11,65,5
Festival,2012,11,65,5
Art Museum,2012,12,70,3
Parks,2012,12,70,3
Art Museum,2012,12,74,3
Craft Fair,2012,12,74,3
Parks,2012,12,74,3
Jazz,2012,16,67,6
Classical,2012,16,67,6
Opera,2012,16,67,6
Musical,2012,16,67,6
Play,2012,16,67,6
Art Museum,2012,16,67,6
Craft Fair,2012,16,67,6
Festival,2012,16,67,6
Parks,2012,16,67,6
Jazz,2012,16,67,4
Classical,2012,16,67,4
Opera,2012,16,67,4
Musical,2012,16,67,4
Play,2012,16,67,4
Art Museum,2012,16,67,4
Craft Fair,2012,16,67,4
Festival,2012,16,67,4
Parks,2012,16,67,4
Jazz,2012,16,56,4
Art Museum,2012,16,56,4
Craft Fair,2012,16,56,4
Festival,2012,16,56,4
Jazz,2012,16,57,5
Art Museum,2012,16,57,5
Craft Fair,2012,16,57,5
Festival,2012,16,57,5
Musical,2012,15,59,6
Play,2012,15,59,6
Art Museum,2012,15,59,6
Craft Fair,2012,15,59,6
Festival,2012,15,59,6
Parks,2012,15,59,6
Musical,2012,15,68,6
Play,2012,15,68,6
Art Museum,2012,15,68,6
Craft Fair,2012,15,68,6
Festival,2012,15,68,6
Parks,2012,15,68,6
Jazz,2012,11,26,5
Classical,2012,11,26,5
Art Museum,2012,11,26,5
Festival,2012,11,26,5
Parks,2012,11,26,5
Musical,2012,15,47,5
Art Museum,2012,15,47,5
Parks,2012,15,47,5
Musical,2012,15,44,6
Art Museum,2012,15,44,6
Parks,2012,15,44,6
Musical,2012,14,42,5
Parks,2012,14,42,5
Parks,2012,14,46,3
Festival,2012,15,54,4
Craft Fair,2012,15,51,3
Festival,2012,15,51,3
Parks,2012,15,51,3
Musical,2012,15,26,5
Ballet,2012,15,26,5
Art Museum,2012,15,26,5
Craft Fair,2012,15,26,5
Festival,2012,15,26,5
Parks,2012,15,26,5
Art Museum,2012,15,33,6
Craft Fair,2012,15,33,6
Festival,2012,15,33,6
Parks,2012,15,33,6
Art Museum,2012,15,33,6
Craft Fair,2012,15,33,6
Festival,2012,15,33,6
Parks,2012,15,33,6
Musical,2012,16,39,4
Craft Fair,2012,10,51,3
Parks,2012,10,51,3
Musical,2012,8,58,3
Dance,2012,8,58,3
Festival,2012,8,58,3
Parks,2012,8,58,3
Festival,2012,12,64,3
Art Museum,2012,4,80,3
Art Museum,2012,9,61,5
Craft Fair,2012,9,61,5
Festival,2012,9,61,5
Parks,2012,9,61,5
Art Museum,2012,9,61,6
Craft Fair,2012,9,61,6
Festival,2012,9,61,6
Craft Fair,2012,12,48,4
Art Museum,2012,10,40,5
Craft Fair,2012,10,40,5
Festival,2012,10,40,5
Parks,2012,10,40,5
Art Museum,2012,10,42,5
Craft Fair,2012,10,42,5
Festival,2012,10,42,5
Parks,2012,10,42,5
Parks,2012,6,62,4
Musical,2012,16,48,5
Craft Fair,2012,16,48,5
Parks,2012,16,48,5
Play,2012,14,65,3
Dance,2012,14,65,3
Art Museum,2012,14,65,3
Parks,2012,14,65,3
Craft Fair,2012,9,61,4
Parks,2012,9,61,4
Classical,2012,12,64,6
Play,2012,12,64,6
Art Museum,2012,12,64,6
Festival,2012,12,64,6
Classical,2012,12,55,5
Play,2012,12,55,5
Art Museum,2012,12,55,5
Craft Fair,2012,12,55,5
Festival,2012,12,55,5
Parks,2012,16,40,5
Parks,2012,16,35,6
Craft Fair,2012,12,53,3
Art Museum,2012,3,33,4
Festival,2012,3,33,4
Parks,2012,3,33,4
Jazz,2012,7,23,5
Classical,2012,7,23,5
Musical,2012,7,23,5
Dance,2012,7,23,5
Art Museum,2012,7,23,5
Craft Fair,2012,7,23,5
Festival,2012,7,23,5
Parks,2012,7,23,5
Craft Fair,2012,4,56,4
Craft Fair,2012,7,73,3
Musical,2012,7,85,1
Parks,2012,7,85,1
Parks,2012,11,58,5
Festival,2012,11,58,5
Festival,2012,12,54,4
Festival,2012,12,47,3
Parks,2012,16,57,4
Art Museum,2012,12,56,3
Jazz,2012,15,80,6
Musical,2012,15,80,6
Dance,2012,15,80,6
Art Museum,2012,15,80,6
Craft Fair,2012,15,80,6
Festival,2012,15,80,6
Parks,2012,15,80,6
Jazz,2012,15,78,5
Musical,2012,15,78,5
Dance,2012,15,78,5
Art Museum,2012,15,78,5
Craft Fair,2012,15,78,5
Festival,2012,15,78,5
Parks,2012,15,78,5
Dance,2012,8,38,6
Art Museum,2012,8,38,6
Craft Fair,2012,8,38,6
Festival,2012,8,38,6
Dance,2012,8,41,2
Art Museum,2012,8,41,2
Craft Fair,2012,8,41,2
Festival,2012,8,41,2
Play,2012,5,68,1
Musical,2012,19,55,4
Parks,2012,19,55,4
Musical,2012,19,64,4
Parks,2012,19,64,4
Dance,2012,11,38,6
Art Museum,2012,11,38,6
Dance,2012,11,48,6
Art Museum,2012,11,48,6
Classical,2012,7,62,4
Classical,2012,7,65,4
Classical,2012,16,35,4
Musical,2012,16,35,4
Ballet,2012,16,35,4
Dance,2012,16,35,4
Art Museum,2012,16,35,4
Craft Fair,2012,16,35,4
Festival,2012,16,35,4
Parks,2012,16,35,4
Ballet,2012,16,36,4
Dance,2012,16,36,4
Festival,2012,16,36,4
Musical,2012,11,67,4
Play,2012,11,67,4
Art Museum,2012,11,67,4
Parks,2012,11,67,4
Craft Fair,2012,16,43,5
Festival,2012,16,43,5
Parks,2012,16,43,5
Craft Fair,2012,16,39,6
Festival,2012,16,39,6
Parks,2012,16,39,6
Musical,2012,6,22,5
Play,2012,6,22,5
Art Museum,2012,16,55,6
Craft Fair,2012,16,55,6
Festival,2012,16,55,6
Art Museum,2012,16,58,6
Craft Fair,2012,16,58,6
Festival,2012,16,58,6
Salsa,2012,8,23,4
Musical,2012,8,23,4
Play,2012,8,23,4
Festival,2012,8,23,4
Parks,2012,8,23,4
Salsa,2012,8,51,4
Craft Fair,2012,7,47,4
Play,2012,9,71,4
Dance,2012,9,71,4
Craft Fair,2012,9,71,4
Festival,2012,9,71,4
Play,2012,9,73,3
Dance,2012,9,73,3
Craft Fair,2012,9,73,3
Musical,2012,8,78,4
Art Museum,2012,8,78,4
Craft Fair,2012,8,78,4
Parks,2012,8,78,4
Musical,2012,12,58,5
Dance,2012,11,44,5
Dance,2012,11,38,4
Art Museum,2012,11,38,4
Musical,2012,11,38,5
Dance,2012,11,38,5
Art Museum,2012,11,38,5
Craft Fair,2012,11,38,5
Festival,2012,11,38,5
Parks,2012,11,38,5
Dance,2012,7,78,3
Craft Fair,2012,7,78,3
Parks,2012,7,78,3
Dance,2012,7,80,3
Parks,2012,7,80,3
Salsa,2012,19,56,6
Classical,2012,19,56,6
Musical,2012,19,56,6
Play,2012,19,56,6
Dance,2012,19,56,6
Art Museum,2012,19,56,6
Craft Fair,2012,19,56,6
Festival,2012,19,56,6
Parks,2012,19,56,6
Jazz,2012,19,53,5
Salsa,2012,19,53,5
Classical,2012,19,53,5
Musical,2012,19,53,5
Play,2012,19,53,5
Dance,2012,19,53,5
Art Museum,2012,19,53,5
Craft Fair,2012,19,53,5
Festival,2012,19,53,5
Parks,2012,19,53,5
Festival,2012,11,76,3
Parks,2012,11,67,3
Musical,2012,11,69,4
Parks,2012,11,69,4
Craft Fair,2012,14,36,5
Craft Fair,2012,14,36,4
Festival,2012,14,36,4
Classical,2012,16,61,6
Art Museum,2012,16,61,6
Parks,2012,16,61,6
Classical,2012,16,63,5
Art Museum,2012,16,63,5
Parks,2012,16,63,5
Jazz,2012,16,29,5
Classical,2012,16,29,5
Musical,2012,16,29,5
Play,2012,16,29,5
Dance,2012,16,29,5
Art Museum,2012,16,29,5
Craft Fair,2012,16,29,5
Festival,2012,16,29,5
Parks,2012,16,29,5
Classical,2012,8,85,5
Play,2012,8,85,5
Art Museum,2012,8,85,5
Parks,2012,8,85,5
Classical,2012,8,80,4
Play,2012,8,80,4
Art Museum,2012,8,80,4
Craft Fair,2012,8,80,4
Parks,2012,8,80,4
Jazz,2012,12,66,3
Craft Fair,2012,12,66,3
Jazz,2012,12,63,3
Craft Fair,2012,12,63,3
Jazz,2012,9,68,3
Craft Fair,2012,9,68,3
Festival,2012,9,68,3
Jazz,2012,9,68,3
Jazz,2012,19,48,6
Classical,2012,19,48,6
Musical,2012,19,48,6
Play,2012,19,48,6
Dance,2012,19,48,6
Art Museum,2012,19,48,6
Craft Fair,2012,19,48,6
Festival,2012,19,48,6
Parks,2012,19,48,6
Jazz,2012,19,51,6
Classical,2012,19,51,6
Musical,2012,19,51,6
Play,2012,19,51,6
Dance,2012,19,51,6
Craft Fair,2012,19,51,6
Festival,2012,19,51,6
Parks,2012,19,51,6
Classical,2012,16,70,5
Musical,2012,16,70,5
Dance,2012,16,70,5
Art Museum,2012,16,70,5
Classical,2012,16,69,5
Musical,2012,16,69,5
Dance,2012,16,69,5
Art Museum,2012,16,69,5
Craft Fair,2012,16,69,5
Parks,2012,16,80,3
Parks,2012,16,75,4
Jazz,2012,19,54,6
Classical,2012,19,54,6
Opera,2012,19,54,6
Musical,2012,19,54,6
Play,2012,19,54,6
Ballet,2012,19,54,6
Dance,2012,19,54,6
Art Museum,2012,19,54,6
Craft Fair,2012,19,54,6
Festival,2012,19,54,6
Parks,2012,19,54,6
Jazz,2012,19,52,5
Classical,2012,19,52,5
Opera,2012,19,52,5
Musical,2012,19,52,5
Play,2012,19,52,5
Ballet,2012,19,52,5
Dance,2012,19,52,5
Art Museum,2012,19,52,5
Festival,2012,19,52,5
Parks,2012,19,52,5
Jazz,2012,19,21,4
Classical,2012,19,21,4
Opera,2012,19,21,4
Musical,2012,19,21,4
Play,2012,19,21,4
Ballet,2012,19,21,4
Dance,2012,19,21,4
Craft Fair,2012,19,21,4
Parks,2012,19,21,4
Jazz,2012,19,68,6
Art Museum,2012,19,68,6
Parks,2012,19,68,6
Jazz,2012,19,68,5
Art Museum,2012,19,68,5
Parks,2012,19,68,5
Dance,2012,16,68,6
Craft Fair,2012,16,68,6
Festival,2012,16,68,6
Parks,2012,16,68,6
Dance,2012,16,65,4
Craft Fair,2012,16,65,4
Festival,2012,16,65,4
Parks,2012,16,65,4
Art Museum,2012,11,47,4
Art Museum,2012,9,24,4
Art Museum,2012,9,26,4
Play,2012,11,43,4
Art Museum,2012,11,43,4
Play,2012,11,40,4
Art Museum,2012,11,40,4
Craft Fair,2012,11,40,4
Festival,2012,11,40,4
Art Museum,2012,11,65,4
Festival,2012,11,65,4
Classical,2012,15,76,4
Musical,2012,15,76,4
Play,2012,15,76,4
Art Museum,2012,15,76,4
Craft Fair,2012,15,76,4
Festival,2012,15,76,4
Parks,2012,15,76,4
Classical,2012,15,76,6
Musical,2012,15,76,6
Play,2012,15,76,6
Art Museum,2012,15,76,6
Craft Fair,2012,15,76,6
Parks,2012,15,76,6
Play,2012,12,25,6
Ballet,2012,12,25,6
Art Museum,2012,12,25,6
Craft Fair,2012,12,25,6
Festival,2012,12,25,6
Play,2012,12,26,5
Ballet,2012,12,26,5
Art Museum,2012,12,26,5
Craft Fair,2012,12,26,5
Festival,2012,12,26,5
Jazz,2012,10,27,5
Salsa,2012,10,27,5
Ballet,2012,10,27,5
Dance,2012,10,27,5
Jazz,2012,19,46,6
Classical,2012,19,46,6
Opera,2012,19,46,6
Musical,2012,19,46,6
Play,2012,19,46,6
Art Museum,2012,19,46,6
Festival,2012,19,46,6
Parks,2012,19,46,6
Jazz,2012,19,47,6
Classical,2012,19,47,6
Opera,2012,19,47,6
Musical,2012,19,47,6
Play,2012,19,47,6
Art Museum,2012,19,47,6
Festival,2012,19,47,6
Parks,2012,19,47,6
Classical,2012,19,43,3
Festival,2012,19,43,3
Parks,2012,19,43,3
Craft Fair,2012,15,70,5
Craft Fair,2012,9,55,4
Festival,2012,9,55,4
Craft Fair,2012,9,54,4
Festival,2012,9,54,4
Art Museum,2012,12,64,4
Festival,2012,12,64,4
Art Museum,2012,12,64,4
Festival,2012,12,64,4
Parks,2012,14,80,5
Play,2012,4,80,3
Craft Fair,2012,4,80,3
Festival,2012,4,80,3
Classical,2012,14,69,4
Musical,2012,14,69,4
Art Museum,2012,14,69,4
Craft Fair,2012,14,69,4
Festival,2012,14,69,4
Parks,2012,14,69,4
Classical,2012,14,71,5
Musical,2012,14,71,5
Art Museum,2012,14,71,5
Craft Fair,2012,14,71,5
Festival,2012,14,71,5
Jazz,2012,16,58,4
Jazz,2012,16,57,6
Musical,2012,7,67,3
Jazz,2012,7,71,2
Art Museum,2012,15,67,5
Craft Fair,2012,15,67,5
Festival,2012,15,67,5
Parks,2012,15,67,5
Art Museum,2012,15,65,3
Craft Fair,2012,15,65,3
Festival,2012,15,65,3
Parks,2012,15,65,3
Musical,2012,15,57,4
Musical,2012,15,57,5
Parks,2012,7,54,3
Parks,2012,7,56,3
Play,2012,12,62,5
Parks,2012,12,62,5
Play,2012,12,60,3
Parks,2012,12,60,3
Musical,2012,11,65,3
Play,2012,11,65,3
Parks,2012,11,65,3
Musical,2012,11,55,3
Play,2012,11,55,3
Parks,2012,11,55,3
Art Museum,2012,14,38,5
Festival,2012,14,38,5
Parks,2012,14,38,5
Art Museum,2012,14,33,6
Festival,2012,14,33,6
Parks,2012,14,33,6
Jazz,2012,15,38,5
Musical,2012,15,38,5
Play,2012,15,38,5
Dance,2012,15,38,5
Craft Fair,2012,15,38,5
Festival,2012,15,38,5
Parks,2012,15,38,5
Jazz,2012,15,42,4
Dance,2012,15,42,4
Festival,2012,15,42,4
Musical,2012,14,40,6
Play,2012,14,40,6
Art Museum,2012,14,40,6
Parks,2012,14,40,6
Musical,2012,14,42,6
Art Museum,2012,19,65,5
Craft Fair,2012,19,65,5
Parks,2012,19,65,5
Art Museum,2012,19,65,6
Craft Fair,2012,19,65,6
Art Museum,2012,7,30,6
Craft Fair,2012,7,30,6
Classical,2012,6,23,4
Musical,2012,6,23,4
Ballet,2012,6,23,4
Art Museum,2012,6,23,4
Classical,2012,6,24,5
Musical,2012,6,24,5
Ballet,2012,6,24,5
Art Museum,2012,6,24,5
Jazz,2012,14,73,4
Play,2012,14,73,4
Craft Fair,2012,14,73,4
Festival,2012,14,73,4
Parks,2012,14,73,4
Jazz,2012,14,58,5
