Artform,Year,Income,Age,Education
Classical,1982,41,45,5
Musical,1982,41,45,5
Art Museum,1982,41,45,5
Classical,1982,17,61,3
Musical,1982,17,61,3
Classical,1982,17,61,4
Musical,1982,17,61,4
Play,1982,17,61,4
Art Museum,1982,17,61,4
Art Museum,1982,0,78,6
Art Museum,1982,7,37,5
Art Museum,1982,7,32,5
Play,1982,41,50,6
Art Museum,1982,41,50,6
Art Museum,1982,0,54,4
Play,1982,0,22,3
Classical,1982,25,76,4
Musical,1982,25,76,4
Play,1982,25,76,4
Art Museum,1982,25,76,4
Classical,1982,25,74,3
Musical,1982,25,74,3
Play,1982,25,74,3
Art Museum,1982,25,74,3
Jazz,1982,17,59,6
Art Museum,1982,17,59,6
Jazz,1982,17,55,4
Musical,1982,17,55,4
Play,1982,17,55,4
Art Museum,1982,17,55,4
Art Museum,1982,7,57,4
Art Museum,1982,7,55,3
Classical,1982,6,82,5
Musical,1982,6,82,5
Art Museum,1982,7,38,4
Classical,1982,7,37,3
Play,1982,7,37,3
Art Museum,1982,7,37,3
Jazz,1982,7,29,3
Art Museum,1982,17,48,3
Musical,1982,0,37,3
Musical,1982,0,45,3
Art Museum,1982,0,45,3
Musical,1982,6,29,4
Musical,1982,41,47,6
Art Museum,1982,41,47,6
Jazz,1982,41,48,4
Classical,1982,41,48,4
Opera,1982,41,48,4
Musical,1982,41,48,4
Art Museum,1982,41,48,4
Classical,1982,41,21,5
Art Museum,1982,41,21,5
Ballet,1982,41,25,3
Musical,1982,6,22,4
Classical,1982,6,25,3
Play,1982,41,43,5
Musical,1982,41,38,3
Play,1982,41,38,3
Art Museum,1982,41,38,3
Musical,1982,7,48,5
Musical,1982,7,33,5
Art Museum,1982,7,33,5
Musical,1982,7,35,6
Musical,1982,7,36,5
Art Museum,1982,7,36,5
Play,1982,6,39,3
Art Museum,1982,6,39,3
Jazz,1982,6,31,3
Art Museum,1982,6,31,3
Classical,1982,25,55,3
Musical,1982,25,55,3
Play,1982,25,55,3
Classical,1982,24,53,3
Classical,1982,23,55,4
Classical,1982,41,31,5
Classical,1982,41,48,3
Musical,1982,41,48,3
Art Museum,1982,41,48,3
Musical,1982,41,22,4
Play,1982,41,22,4
Jazz,1982,41,25,4
Classical,1982,40,43,5
Opera,1982,40,43,5
Musical,1982,40,43,5
Ballet,1982,40,43,5
Art Museum,1982,40,43,5
Classical,1982,41,29,6
Musical,1982,41,29,6
Play,1982,41,29,6
Ballet,1982,41,29,6
Art Museum,1982,41,29,6
Jazz,1982,40,54,3
Classical,1982,40,54,3
Opera,1982,40,54,3
Musical,1982,40,54,3
Play,1982,40,54,3
Ballet,1982,40,54,3
Art Museum,1982,40,54,3
Jazz,1982,40,50,5
Classical,1982,40,50,5
Opera,1982,40,50,5
Musical,1982,40,50,5
Play,1982,40,50,5
Ballet,1982,40,50,5
Art Museum,1982,40,50,5
Musical,1982,41,67,1
Classical,1982,41,46,4
Opera,1982,41,46,4
Play,1982,41,46,4
Musical,1982,7,63,2
Play,1982,7,63,2
Musical,1982,7,58,2
Play,1982,7,58,2
Art Museum,1982,7,58,2
Classical,1982,0,68,4
Classical,1982,0,68,4
Art Museum,1982,21,24,5
Art Museum,1982,0,34,4
Classical,1982,0,76,4
Musical,1982,0,76,4
Art Museum,1982,0,76,4
Jazz,1982,41,36,4
Art Museum,1982,41,36,4
Jazz,1982,41,36,4
Classical,1982,41,36,4
Musical,1982,41,36,4
Play,1982,41,36,4
Ballet,1982,41,36,4
Art Museum,1982,41,36,4
Musical,1982,3,65,5
Play,1982,3,65,5
Art Museum,1982,3,65,5
Art Museum,1982,40,34,5
Art Museum,1982,40,57,3
Jazz,1982,41,29,3
Jazz,1982,41,27,3
Classical,1982,41,54,4
Musical,1982,41,54,4
Play,1982,41,54,4
Art Museum,1982,41,54,4
Art Museum,1982,41,45,3
Classical,1982,7,31,6
Musical,1982,7,31,6
Classical,1982,7,29,6
Musical,1982,7,29,6
Art Museum,1982,25,48,3
Classical,1982,0,52,5
Musical,1982,0,52,5
Play,1982,0,52,5
Art Museum,1982,0,52,5
Classical,1982,0,44,3
Play,1982,0,44,3
Art Museum,1982,0,44,3
Classical,1982,3,24,6
Musical,1982,3,24,6
Ballet,1982,3,24,6
Art Museum,1982,3,24,6
Musical,1982,3,21,5
Art Museum,1982,3,29,6
Classical,1982,23,26,6
Musical,1982,23,26,6
Art Museum,1982,23,26,6
Classical,1982,23,24,5
Opera,1982,23,24,5
Musical,1982,23,24,5
Ballet,1982,23,24,5
Art Museum,1982,23,24,5
Play,1982,23,27,6
Art Museum,1982,23,27,6
Art Museum,1982,23,26,6
Classical,1982,41,22,4
Opera,1982,41,22,4
Musical,1982,41,22,4
Play,1982,41,22,4
Ballet,1982,41,22,4
Art Museum,1982,41,22,4
Jazz,1982,6,39,6
Classical,1982,6,39,6
Musical,1982,6,39,6
Art Museum,1982,6,39,6
Classical,1982,6,23,5
Opera,1982,6,23,5
Play,1982,6,23,5
Ballet,1982,6,23,5
Art Museum,1982,6,23,5
Classical,1982,6,26,5
Musical,1982,6,26,5
Play,1982,6,26,5
Art Museum,1982,6,26,5
Musical,1982,40,66,2
Art Museum,1982,24,42,3
Art Museum,1982,24,36,1
Classical,1982,24,70,3
Musical,1982,24,70,3
Play,1982,24,70,3
Ballet,1982,24,70,3
Musical,1982,6,54,3
Jazz,1982,6,32,3
Classical,1982,6,32,3
Musical,1982,6,32,3
Play,1982,6,32,3
Classical,1982,17,36,6
Musical,1982,17,36,6
Play,1982,17,36,6
Art Museum,1982,17,36,6
Classical,1982,17,35,6
Musical,1982,17,35,6
Play,1982,17,35,6
Art Museum,1982,17,35,6
Opera,1982,41,49,5
Play,1982,41,49,5
Art Museum,1982,41,49,5
Opera,1982,41,47,6
Play,1982,41,47,6
Art Museum,1982,41,47,6
Jazz,1982,41,22,4
Jazz,1982,17,38,6
Classical,1982,17,38,6
Opera,1982,17,38,6
Musical,1982,17,38,6
Play,1982,17,38,6
Art Museum,1982,17,38,6
Classical,1982,17,32,4
Opera,1982,17,32,4
Musical,1982,17,32,4
Play,1982,17,32,4
Ballet,1982,17,32,4
Art Museum,1982,17,32,4
Classical,1982,17,42,6
Opera,1982,17,42,6
Musical,1982,17,42,6
Play,1982,17,42,6
Art Museum,1982,17,42,6
Classical,1982,17,41,5
Musical,1982,17,41,5
Play,1982,17,41,5
Ballet,1982,17,41,5
Art Museum,1982,17,41,5
Musical,1982,25,77,3
Musical,1982,41,62,5
Play,1982,41,62,5
Ballet,1982,41,62,5
Classical,1982,17,71,4
Musical,1982,17,71,4
Play,1982,17,71,4
Art Museum,1982,17,71,4
Classical,1982,41,55,6
Musical,1982,41,55,6
Play,1982,41,55,6
Ballet,1982,41,55,6
Art Museum,1982,41,55,6
Classical,1982,41,55,4
Musical,1982,41,55,4
Play,1982,41,55,4
Ballet,1982,41,55,4
Art Museum,1982,41,55,4
Jazz,1982,41,25,6
Classical,1982,41,25,6
Musical,1982,41,25,6
Play,1982,41,25,6
Jazz,1982,41,48,6
Musical,1982,41,48,6
Classical,1982,41,53,5
Opera,1982,41,53,5
Musical,1982,41,53,5
Ballet,1982,41,53,5
Classical,1982,41,47,6
Opera,1982,41,47,6
Play,1982,41,47,6
Art Museum,1982,41,47,6
Classical,1982,41,47,4
Opera,1982,41,47,4
Musical,1982,41,47,4
Play,1982,41,47,4
Jazz,1982,41,18,3
Classical,1982,41,18,3
Musical,1982,41,18,3
Classical,1982,23,80,4
Musical,1982,23,80,4
Classical,1982,23,77,4
Musical,1982,23,77,4
Art Museum,1982,40,21,3
Classical,1982,7,29,5
Musical,1982,7,30,5
Musical,1982,41,48,4
Play,1982,41,48,4
Ballet,1982,41,48,4
Musical,1982,41,49,3
Musical,1982,0,52,4
Classical,1982,0,43,4
Opera,1982,0,43,4
Play,1982,0,43,4
Classical,1982,17,54,5
Musical,1982,17,54,5
Play,1982,17,54,5
Art Museum,1982,17,54,5
Musical,1982,17,50,5
Play,1982,17,50,5
Art Museum,1982,17,50,5
Art Museum,1982,17,47,3
Musical,1982,17,61,4
Play,1982,17,61,4
Jazz,1982,17,21,4
Opera,1982,17,21,4
Musical,1982,17,21,4
Play,1982,17,21,4
Musical,1982,17,46,6
Art Museum,1982,17,46,6
Classical,1982,17,44,4
Musical,1982,17,44,4
Art Museum,1982,17,44,4
Musical,1982,17,39,4
Play,1982,17,39,4
Art Museum,1982,17,39,4
Classical,1982,41,64,3
Musical,1982,41,64,3
Play,1982,22,63,4
Musical,1982,0,64,3
Classical,1982,0,58,3
Musical,1982,0,58,3
Classical,1982,6,45,4
Play,1982,7,40,3
Play,1982,7,33,2
Musical,1982,41,47,4
Play,1982,41,47,4
Ballet,1982,41,47,4
Classical,1982,17,29,6
Ballet,1982,17,29,6
Art Museum,1982,17,29,6
Musical,1982,7,38,3
Musical,1982,7,39,3
Art Museum,1982,7,39,3
Jazz,1982,7,61,2
Classical,1982,40,32,4
Opera,1982,40,32,4
Musical,1982,40,32,4
Play,1982,40,32,4
Ballet,1982,40,32,4
Art Museum,1982,40,32,4
Classical,1982,40,45,3
Opera,1982,40,45,3
Musical,1982,40,45,3
Play,1982,40,45,3
Art Museum,1982,40,45,3
Classical,1982,40,33,1
Classical,1982,40,39,1
Art Museum,1982,40,23,3
Classical,1982,41,68,4
Play,1982,41,68,4
Classical,1982,41,63,3
Play,1982,41,63,3
Classical,1982,0,68,3
Opera,1982,0,68,3
Ballet,1982,0,68,3
Art Museum,1982,0,68,3
Musical,1982,6,55,3
Musical,1982,6,29,3
Play,1982,6,29,3
Musical,1982,6,49,3
Classical,1982,41,60,6
Opera,1982,41,60,6
Play,1982,41,60,6
Ballet,1982,41,60,6
Classical,1982,41,58,6
Opera,1982,41,58,6
Play,1982,41,58,6
Ballet,1982,41,58,6
Art Museum,1982,41,58,6
Classical,1982,41,62,5
Musical,1982,41,62,5
Art Museum,1982,41,62,5
Classical,1982,41,58,5
Musical,1982,41,58,5
Play,1982,41,58,5
Art Museum,1982,41,58,5
Play,1982,41,29,3
Ballet,1982,41,29,3
Art Museum,1982,41,29,3
Classical,1982,41,21,4
Art Museum,1982,41,21,4
Musical,1982,41,53,3
Play,1982,41,53,3
Play,1982,41,27,5
Play,1982,7,41,5
Musical,1982,41,59,3
Art Museum,1982,41,59,3
Musical,1982,41,52,3
Art Museum,1982,41,52,3
Jazz,1982,41,24,4
Art Museum,1982,41,24,4
Opera,1982,24,80,1
Opera,1982,24,78,1
Musical,1982,41,30,4
Jazz,1982,41,24,3
Classical,1982,41,24,3
Ballet,1982,41,24,3
Art Museum,1982,41,24,3
Jazz,1982,41,31,5
Classical,1982,41,31,5
Play,1982,41,31,5
Art Museum,1982,41,31,5
Musical,1982,0,37,5
Ballet,1982,0,37,5
Art Museum,1982,0,37,5
Musical,1982,0,41,6
Play,1982,41,51,4
Art Museum,1982,41,26,4
Art Museum,1982,41,86,4
Jazz,1982,41,50,6
Jazz,1982,41,45,4
Art Museum,1982,41,45,4
Classical,1982,41,63,5
Musical,1982,41,63,5
Musical,1982,41,62,4
Musical,1982,41,46,3
Art Museum,1982,41,46,3
Musical,1982,41,52,5
Play,1982,41,52,5
Classical,1982,17,53,5
Musical,1982,17,53,5
Art Museum,1982,17,52,5
Musical,1982,7,60,3
Musical,1982,7,61,3
Play,1982,41,28,5
Musical,1982,41,29,5
Art Museum,1982,41,29,5
Musical,1982,41,27,4
Art Museum,1982,41,27,4
Classical,1982,7,53,3
Art Museum,1982,7,53,3
Jazz,1982,7,51,3
Musical,1982,7,51,3
Musical,1982,41,30,4
Play,1982,41,30,4
Classical,1982,41,48,6
Ballet,1982,41,48,6
Jazz,1982,41,23,5
Classical,1982,41,23,5
Musical,1982,41,23,5
Play,1982,41,23,5
Ballet,1982,41,23,5
Art Museum,1982,41,23,5
Classical,1982,3,30,4
Opera,1982,3,30,4
Musical,1982,3,30,4
Play,1982,3,30,4
Ballet,1982,3,30,4
Art Museum,1982,3,30,4
Musical,1982,6,38,3
Musical,1982,6,38,3
Musical,1982,41,39,5
Play,1982,41,39,5
Musical,1982,41,30,5
Play,1982,41,30,5
Art Museum,1982,41,30,5
Classical,1982,40,21,5
Art Museum,1982,40,21,5
Jazz,1982,40,35,6
Classical,1982,40,35,6
Play,1982,40,35,6
Art Museum,1982,40,35,6
Classical,1982,40,34,5
Musical,1982,40,34,5
Play,1982,40,34,5
Art Museum,1982,40,34,5
Art Museum,1982,41,67,5
Jazz,1982,41,53,5
Classical,1982,41,53,5
Art Museum,1982,41,53,5
Jazz,1982,41,50,4
Classical,1982,41,50,4
Classical,1982,7,68,5
Art Museum,1982,7,68,5
Classical,1982,7,70,5
Art Museum,1982,7,70,5
Jazz,1982,40,39,4
Play,1982,40,39,4
Classical,1982,41,44,6
Musical,1982,41,44,6
Play,1982,41,44,6
Art Museum,1982,41,44,6
Classical,1982,0,37,6
Musical,1982,0,37,6
Classical,1982,0,37,5
Musical,1982,0,37,5
Jazz,1982,6,38,6
Classical,1982,6,38,6
Musical,1982,6,38,6
Play,1982,6,38,6
Art Museum,1982,6,38,6
Jazz,1982,6,38,5
Classical,1982,6,38,5
Musical,1982,6,38,5
Play,1982,6,38,5
Art Museum,1982,6,38,5
Art Museum,1982,0,62,6
Art Museum,1982,0,58,5
Jazz,1982,41,41,6
Classical,1982,41,41,6
Play,1982,41,41,6
Art Museum,1982,41,41,6
Classical,1982,41,46,6
Musical,1982,41,46,6
Play,1982,41,46,6
Classical,1982,23,69,3
Musical,1982,23,69,3
Classical,1982,6,31,5
Play,1982,6,31,5
Art Museum,1982,6,31,5
Classical,1982,6,29,5
Ballet,1982,6,29,5
Art Museum,1982,6,29,5
Musical,1982,7,50,3
Art Museum,1982,0,47,4
Art Museum,1982,0,40,3
Classical,1982,24,73,1
Classical,1982,24,71,3
Opera,1982,41,43,6
Musical,1982,41,43,6
Play,1982,41,43,6
Ballet,1982,41,43,6
Art Museum,1982,41,43,6
Classical,1982,41,43,6
Musical,1982,41,43,6
Play,1982,41,43,6
Ballet,1982,41,43,6
Art Museum,1982,41,43,6
Play,1982,25,22,3
Classical,1982,40,24,5
Play,1982,40,24,5
Classical,1982,40,29,5
Opera,1982,40,29,5
Musical,1982,40,29,5
Play,1982,40,29,5
Art Museum,1982,40,29,5
Classical,1982,40,23,5
Classical,1982,40,23,4
Jazz,1982,21,27,2
Play,1982,6,29,4
Play,1982,6,26,4
Jazz,1982,25,26,4
Musical,1982,40,23,4
Classical,1982,3,23,3
Musical,1982,3,23,3
Art Museum,1982,3,23,3
Jazz,1982,3,23,3
Art Museum,1982,17,54,6
Art Museum,1982,17,55,3
Classical,1982,17,51,6
Musical,1982,17,51,6
Play,1982,17,51,6
Art Museum,1982,17,51,6
Art Museum,1982,17,48,6
Classical,1982,17,64,5
Play,1982,17,64,5
Art Museum,1982,17,64,5
Classical,1982,17,62,4
Classical,1982,17,51,3
Musical,1982,41,39,6
Art Museum,1982,41,39,6
Art Museum,1982,41,30,6
Classical,1982,6,65,3
Musical,1982,6,65,3
Play,1982,6,65,3
Art Museum,1982,6,65,3
Art Museum,1982,3,19,4
Classical,1982,41,44,5
Musical,1982,41,44,5
Art Museum,1982,41,44,5
Classical,1982,41,39,6
Musical,1982,41,39,6
Art Museum,1982,41,39,6
Jazz,1982,24,49,3
Classical,1982,24,49,3
Play,1982,24,49,3
Jazz,1982,24,19,3
Musical,1982,24,19,3
Play,1982,24,19,3
Jazz,1982,0,56,3
Ballet,1982,0,32,6
Art Museum,1982,0,32,6
Jazz,1982,0,20,4
Jazz,1982,0,18,3
Jazz,1982,24,80,1
Opera,1982,6,61,3
Musical,1982,6,61,3
Play,1982,6,61,3
Art Museum,1982,7,28,3
Opera,1982,41,36,5
Play,1982,6,36,5
Ballet,1982,6,36,5
Musical,1982,41,46,4
Classical,1982,7,39,6
Musical,1982,7,39,6
Play,1982,7,39,6
Art Museum,1982,7,39,6
Jazz,1982,0,18,3
Classical,1982,0,18,3
Musical,1982,0,18,3
Art Museum,1982,0,18,3
Musical,1982,41,29,4
Jazz,1982,41,19,3
Jazz,1982,24,32,3
Classical,1982,24,32,3
Musical,1982,24,32,3
Play,1982,24,32,3
Musical,1982,7,52,3
Play,1982,7,52,3
Art Museum,1982,7,52,3
Art Museum,1982,7,40,3
Art Museum,1982,6,18,4
Classical,1982,6,58,2
Classical,1982,6,53,3
Jazz,1982,21,49,3
Musical,1982,7,28,3
Musical,1982,7,25,4
Jazz,1982,41,53,5
Musical,1982,41,53,5
Musical,1982,41,50,3
Art Museum,1982,41,50,3
Play,1982,41,41,2
Musical,1982,6,25,4
Classical,1982,6,23,3
Musical,1982,6,23,3
Art Museum,1982,6,23,3
Classical,1982,41,41,6
Musical,1982,41,41,6
Play,1982,41,41,6
Art Museum,1982,41,41,6
Musical,1982,17,47,5
Play,1982,17,47,5
Art Museum,1982,17,47,5
Jazz,1982,17,39,6
Classical,1982,17,39,6
Play,1982,17,39,6
Art Museum,1982,17,39,6
Jazz,1982,17,36,6
Classical,1982,17,36,6
Musical,1982,17,36,6
Play,1982,17,36,6
Art Museum,1982,17,36,6
Classical,1982,41,51,5
Musical,1982,41,51,5
Art Museum,1982,41,51,5
Classical,1982,41,61,5
Opera,1982,41,61,5
Musical,1982,41,61,5
Play,1982,41,61,5
Art Museum,1982,41,61,5
Jazz,1982,41,47,5
Classical,1982,41,47,5
Musical,1982,41,47,5
Play,1982,41,47,5
Jazz,1982,41,47,3
Opera,1982,41,47,3
Musical,1982,41,47,3
Play,1982,41,47,3
Classical,1982,41,53,5
Opera,1982,41,53,5
Musical,1982,41,53,5
Art Museum,1982,41,53,5
Classical,1982,41,51,5
Opera,1982,41,51,5
Musical,1982,41,51,5
Art Museum,1982,41,51,5
Classical,1982,22,73,1
Musical,1982,22,73,1
Classical,1982,22,75,3
Musical,1982,22,75,3
Jazz,1982,41,34,4
Musical,1982,41,34,4
Jazz,1982,41,33,3
Musical,1982,41,33,3
Musical,1982,17,43,6
Ballet,1982,17,43,6
Art Museum,1982,17,43,6
Musical,1982,17,32,4
Art Museum,1982,17,32,4
Musical,1982,41,48,4
Play,1982,41,48,4
Musical,1982,41,22,6
Play,1982,41,22,6
Jazz,1982,41,19,4
Jazz,1982,41,55,4
Musical,1982,41,55,4
Play,1982,41,55,4
Jazz,1982,41,48,3
Jazz,1982,41,24,3
Art Museum,1982,7,44,6
Classical,1982,7,42,2
Ballet,1982,7,42,2
Musical,1982,7,22,4
Play,1982,7,22,4
Musical,1982,7,19,3
Art Museum,1982,7,19,3
Play,1982,7,18,3
Ballet,1982,7,18,3
Classical,1982,41,31,6
Musical,1982,41,31,6
Play,1982,41,31,6
Art Museum,1982,41,31,6
Classical,1982,41,29,4
Opera,1982,41,29,4
Musical,1982,41,29,4
Play,1982,41,29,4
Art Museum,1982,41,29,4
Jazz,1982,0,62,3
Classical,1982,0,62,3
Opera,1982,0,62,3
Musical,1982,0,62,3
Ballet,1982,0,62,3
Musical,1982,0,39,5
Musical,1982,0,35,3
Art Museum,1982,40,43,3
Jazz,1982,3,56,2
Art Museum,1982,7,39,4
Classical,1982,40,25,5
Play,1982,40,25,5
Jazz,1982,40,27,4
Classical,1982,40,27,4
Musical,1982,40,27,4
Ballet,1982,40,27,4
Art Museum,1982,40,27,4
Classical,1982,6,31,5
Musical,1982,6,31,5
Play,1982,6,31,5
Art Museum,1982,6,31,5
Jazz,1982,6,19,3
Classical,1982,25,67,2
Jazz,1982,7,55,3
Play,1982,7,55,3
Art Museum,1982,7,56,2
Musical,1982,25,32,4
Play,1982,25,32,4
Classical,1982,25,30,6
Opera,1982,25,30,6
Musical,1982,25,30,6
Play,1982,25,30,6
Ballet,1982,25,30,6
Art Museum,1982,25,30,6
Jazz,1982,25,29,4
Art Museum,1982,25,29,4
Jazz,1982,41,32,5
Classical,1982,41,32,5
Opera,1982,41,32,5
Musical,1982,41,32,5
Play,1982,41,32,5
Ballet,1982,41,32,5
Art Museum,1982,41,32,5
Art Museum,1982,6,31,4
Play,1982,40,58,4
Musical,1982,23,88,1
Art Museum,1982,17,44,6
Classical,1982,41,38,4
Musical,1982,41,38,4
Play,1982,41,38,4
Art Museum,1982,41,34,5
Jazz,1982,41,31,5
Musical,1982,41,31,5
Play,1982,41,31,5
Art Museum,1982,41,31,5
Musical,1982,7,33,3
Classical,1982,41,50,6
Musical,1982,41,50,6
Play,1982,41,50,6
Art Museum,1982,41,50,6
Classical,1982,41,51,5
Musical,1982,41,51,5
Play,1982,41,51,5
Art Museum,1982,41,51,5
Art Museum,1982,6,42,3
Art Museum,1982,17,39,5
Ballet,1982,17,40,6
Art Museum,1982,17,40,6
Classical,1982,7,66,4
Opera,1982,7,66,4
Musical,1982,7,66,4
Art Museum,1982,7,66,4
Jazz,1982,7,63,2
Classical,1982,7,63,2
Opera,1982,7,63,2
Art Museum,1982,7,63,2
Classical,1982,41,57,6
Ballet,1982,41,57,6
Classical,1982,41,55,4
Ballet,1982,41,55,4
Art Museum,1982,41,61,1
Musical,1982,41,31,5
Art Museum,1982,41,31,5
Classical,1982,41,60,5
Opera,1982,41,60,5
Musical,1982,41,60,5
Play,1982,41,60,5
Ballet,1982,41,60,5
Classical,1982,41,59,3
Opera,1982,41,59,3
Musical,1982,41,59,3
Play,1982,41,59,3
Ballet,1982,41,59,3
Jazz,1982,0,55,2
Classical,1982,0,55,2
Opera,1982,0,55,2
Jazz,1982,0,54,2
Classical,1982,0,54,2
Opera,1982,0,54,2
Jazz,1982,0,22,5
Classical,1982,0,22,5
Jazz,1982,6,26,5
Musical,1982,6,26,5
Art Museum,1982,6,26,5
Classical,1982,40,29,4
Jazz,1982,22,22,5
Classical,1982,22,22,5
Musical,1982,22,22,5
Play,1982,22,22,5
Art Museum,1982,22,22,5
Jazz,1982,3,20,4
Musical,1982,40,61,1
Art Museum,1982,41,39,3
Art Museum,1982,41,43,4
Musical,1982,0,50,3
Musical,1982,0,50,3
Classical,1982,24,75,2
Art Museum,1982,25,46,2
Art Museum,1982,25,53,3
Jazz,1982,6,22,3
Jazz,1982,3,30,4
Classical,1982,3,30,4
Musical,1982,3,30,4
Play,1982,3,30,4
Art Museum,1982,3,30,4
Play,1982,3,26,4
Classical,1982,3,24,6
Play,1982,3,24,6
Art Museum,1982,3,24,6
Classical,1982,6,53,1
Musical,1982,6,53,1
Play,1982,6,53,1
Classical,1982,6,19,3
Classical,1982,41,37,4
Art Museum,1982,41,37,4
Classical,1982,24,53,3
Musical,1982,24,53,3
Play,1982,6,43,3
Classical,1982,6,55,3
Musical,1982,6,55,3
Art Museum,1982,6,55,3
Classical,1982,40,41,3
Musical,1982,40,41,3
Play,1982,40,41,3
Art Museum,1982,40,41,3
Opera,1982,40,26,3
Musical,1982,41,39,6
Play,1982,41,39,6
Classical,1982,41,34,5
Musical,1982,41,34,5
Musical,1982,41,58,5
Play,1982,41,58,5
Classical,1982,6,22,4
Jazz,1982,7,33,6
Classical,1982,7,33,6
Opera,1982,7,33,6
Art Museum,1982,7,33,6
Jazz,1982,7,32,5
Classical,1982,7,32,5
Art Museum,1982,7,32,5
Play,1982,3,21,5
Art Museum,1982,3,21,5
Play,1982,3,22,3
Art Museum,1982,3,22,3
Classical,1982,17,42,3
Art Museum,1982,17,42,3
Classical,1982,17,38,3
Musical,1982,17,38,3
Play,1982,17,38,3
Art Museum,1982,17,38,3
Classical,1982,22,68,3
Musical,1982,22,68,3
Ballet,1982,22,68,3
Opera,1982,0,66,4
Play,1982,0,66,4
Art Museum,1982,0,66,4
Ballet,1982,22,24,4
Art Museum,1982,22,24,4
Jazz,1982,0,32,3
Art Museum,1982,17,58,3
Classical,1982,41,42,4
Opera,1982,41,42,4
Musical,1982,41,42,4
Classical,1982,41,45,3
Musical,1982,41,45,3
Play,1982,41,45,3
Ballet,1982,41,45,3
Classical,1982,17,49,6
Musical,1982,17,49,6
Play,1982,17,49,6
Art Museum,1982,17,49,6
Musical,1982,17,47,4
Jazz,1982,17,22,5
Classical,1982,17,22,5
Musical,1982,17,22,5
Play,1982,17,22,5
Classical,1982,41,44,6
Musical,1982,41,44,6
Art Museum,1982,41,44,6
Jazz,1982,41,38,4
Classical,1982,41,38,4
Musical,1982,41,38,4
Art Museum,1982,41,38,4
Jazz,1982,23,21,2
Musical,1982,25,57,6
Art Museum,1982,25,57,6
Jazz,1982,40,28,5
Classical,1982,40,28,5
Musical,1982,40,28,5
Play,1982,40,28,5
Ballet,1982,40,28,5
Musical,1982,7,56,3
Play,1982,7,56,3
Art Museum,1982,7,56,3
Jazz,1982,25,22,4
Classical,1982,25,22,4
Classical,1982,25,25,4
Musical,1982,25,25,4
Play,1982,25,25,4
Art Museum,1982,25,25,4
Musical,1982,41,23,5
Play,1982,41,23,5
Art Museum,1982,21,27,3
Jazz,1982,7,22,5
Classical,1982,7,22,5
Musical,1982,7,22,5
Play,1982,7,22,5
Art Museum,1982,7,22,5
Art Museum,1982,7,22,4
Art Museum,1982,40,18,3
Play,1982,7,58,3
Jazz,1982,7,33,4
Jazz,1982,23,25,5
Musical,1982,23,25,5
Art Museum,1982,23,25,5
Classical,1982,40,59,4
Play,1982,7,35,3
Jazz,1982,41,20,4
Jazz,1982,0,24,5
Classical,1982,0,24,5
Opera,1982,0,24,5
Musical,1982,0,24,5
Play,1982,0,24,5
Ballet,1982,0,24,5
Art Museum,1982,0,24,5
Jazz,1982,23,42,3
Classical,1982,23,42,3
Play,1982,23,42,3
Jazz,1982,25,32,3
Art Museum,1982,25,32,3
Classical,1982,40,26,5
Musical,1982,40,26,5
Play,1982,40,26,5
Art Museum,1982,40,26,5
Musical,1982,6,20,4
Classical,1982,24,79,4
Classical,1982,41,35,5
Musical,1982,41,35,5
Art Museum,1982,41,35,5
Jazz,1982,41,34,6
Classical,1982,41,34,6
Musical,1982,41,34,6
Play,1982,41,34,6
Musical,1982,0,57,3
Opera,1982,0,76,6
Musical,1982,0,76,6
Play,1982,0,76,6
Art Museum,1982,0,76,6
Classical,1982,0,63,5
Art Museum,1982,0,63,5
Classical,1982,6,54,4
Musical,1982,6,54,4
Play,1982,6,54,4
Ballet,1982,6,54,4
Art Museum,1982,6,54,4
Classical,1982,40,46,6
Musical,1982,40,46,6
Art Museum,1982,40,46,6
Art Museum,1982,7,20,3
Play,1982,24,24,4
Play,1982,24,24,3
Jazz,1982,24,21,3
Classical,1982,24,21,3
Musical,1982,24,21,3
Play,1982,24,21,3
Art Museum,1982,24,21,3
Jazz,1982,24,22,4
Classical,1982,24,22,4
Opera,1982,24,22,4
Musical,1982,24,22,4
Play,1982,24,22,4
Ballet,1982,24,22,4
Art Museum,1982,24,22,4
Musical,1982,7,55,3
Play,1982,7,55,3
Art Museum,1982,7,55,3
Art Museum,1982,7,51,3
Jazz,1982,7,18,3
Art Museum,1982,7,18,3
Musical,1982,41,25,4
Musical,1982,41,30,5
Art Museum,1982,6,27,4
Art Museum,1982,6,25,4
Musical,1982,41,28,3
Art Museum,1982,41,28,3
Classical,1982,40,32,6
Musical,1982,40,32,6
Play,1982,40,32,6
Art Museum,1982,40,32,6
Musical,1982,6,24,4
Play,1982,6,24,4
Art Museum,1982,6,24,4
Musical,1982,6,23,4
Play,1982,6,23,4
Classical,1982,41,25,5
Musical,1982,41,25,5
Play,1982,41,25,5
Art Museum,1982,41,25,5
Art Museum,1982,6,37,3
Art Museum,1982,6,34,3
Jazz,1982,40,26,5
Classical,1982,40,26,5
Opera,1982,40,26,5
